county_label,month,donation_count,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,industry_invoice_count,industry_invoice_amount,year,month_num,month_sin,month_cos,industry_count_share,industry_amount_share,log_industry_invoice_count,log_industry_invoice_amount,log_total_county_invoice_count,log_total_county_invoice_amount,carrier_usage_ratio,n_active_industries,industry_hhi,industry_entropy,top1_industry_share,top3_industry_share,row_count_per_county_month,donation_count_lag1,donation_count_lag2,donation_count_lag3,donation_count_roll3_mean,donation_count_roll3_std,donation_count_roll3_min,donation_count_roll3_max,industry_label,carrier_type_label
0,2023-01,15186,39.7,0.33,9332770,5227299297,9,577600,2023,1,0.49999999999999994,0.8660254037844387,9.643439193294166e-07,0.00011049682965953193,2.302585092994046,13.266638597861194,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,27,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,582,25110,2023,1,0.49999999999999994,0.8660254037844387,6.236090678330227e-05,4.803627757532629e-06,6.368187186350492,10.131061276129653,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,28,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,259,10140,2023,1,0.49999999999999994,0.8660254037844387,2.775167501181321e-05,1.9398162270561872e-06,5.560681631015528,9.224341891611996,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,28,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,1883,2132228,2023,1,0.49999999999999994,0.8660254037844387,0.00020176217778858797,0.00040790241362757005,7.5411524551363085,14.572678469381538,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,30,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,2914,3429791,2023,1,0.49999999999999994,0.8660254037844387,0.00031223313121399115,0.0006561305953857266,7.977625098784593,15.048010175903942,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,30,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,1,15750,2023,1,0.49999999999999994,0.8660254037844387,1.0714932436993518e-07,3.0130281633269183e-06,0.6931471805599453,9.664659134301736,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,36,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,303,681532,2023,1,0.49999999999999994,0.8660254037844387,3.246624528409036e-05,0.0001303793720767315,5.717027701406222,13.4320999515436,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,37,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,15099,24098072,2023,1,0.49999999999999994,0.8660254037844387,0.0016178476486616515,0.004610042515420942,9.622450022803015,16.997642436757808,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,37,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,1,56805,2023,1,0.49999999999999994,0.8660254037844387,1.0714932436993518e-07,1.0866988242399084e-05,0.6931471805599453,10.947397232933202,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,38,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,5849,300600,2023,1,0.49999999999999994,0.8660254037844387,0.0006267163982397509,5.7505794660068033e-05,8.674196940225903,12.613539082975452,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,39,1
